x	 y 	 value
1.02041	2.69388	-0.498928
1.02041	2.93878	-0.540974
1.02041	3.18367	-0.5332
1.02041	3.42857	-0.474607
1.02041	3.67347	-0.367232
1.02041	3.91837	-0.21602
1.02041	4.16327	-0.0285341
1.02041	4.40816	0.1855
1.02041	4.65306	0.414769
1.02041	4.89796	0.647055
1.02041	5.14286	0.869956
1.02041	5.38776	1.07163
1.02041	5.63265	1.24151
1.02041	5.87755	1.37091
1.02041	6.12245	1.45358
1.02041	6.36735	1.48604
1.02041	6.61224	1.46782
1.02041	6.85714	1.40146
1.02041	7.10204	1.29239
1.02041	7.34694	1.14858
1.02041	7.59184	0.980065
1.02041	7.83673	0.798373
1.02041	8.08163	0.615803
1.02041	8.32653	0.444713
1.02041	8.57143	0.296773
1.02041	8.81633	0.182274
1.02041	9.06122	0.109509
1.02041	9.30612	0.0842836
1.02041	9.55102	0.109563
1.02041	9.79592	0.185301
1.02041	10.0408	0.308439
1.02041	10.2857	0.47309
1.02041	10.5306	0.67089
1.02041	10.7755	0.891496
1.02041	11.0204	1.12321
1.02041	11.2653	1.35365
1.02041	11.5102	1.57054
1.02041	11.7551	1.7624
1.02041	12	1.91923
1.22449	0	0.940633
1.22449	0.244898	0.937056
1.22449	0.489796	0.879021
1.22449	0.734694	0.771453
1.22449	0.979592	0.622232
1.22449	1.22449	0.441724
1.22449	1.46939	0.242164
1.22449	1.71429	0.0369204
1.22449	1.95918	-0.160296
1.22449	2.20408	-0.336255
1.22449	2.44898	-0.478994
1.22449	2.69388	-0.578535
1.22449	2.93878	-0.627475
1.22449	3.18367	-0.621433
1.22449	3.42857	-0.559307
1.22449	3.67347	-0.443344
1.22449	3.91837	-0.279002
1.22449	4.16327	-0.0746273
1.22449	4.40816	0.159046
1.22449	4.65306	0.409533
1.22449	4.89796	0.663349
1.22449	5.14286	0.906808
1.22449	5.38776	1.12684
1.22449	5.63265	1.31178
1.22449	5.87755	1.45206
1.22449	6.12245	1.54075
1.22449	6.36735	1.57404
1.22449	6.61224	1.55139
1.22449	6.85714	1.47562
1.22449	7.10204	1.35271
1.22449	7.34694	1.19146
1.22449	7.59184	1.00295
1.22449	7.83673	0.799896
1.22449	8.08163	0.595872
1.22449	8.32653	0.404517
1.22449	8.57143	0.238711
1.22449	8.81633	0.109811
1.22449	9.06122	0.0269702
1.22449	9.30612	-0.00340666
1.22449	9.55102	0.0219548
1.22449	9.79592	0.103003
1.22449	10.0408	0.236362
1.22449	10.2857	0.415535
1.22449	10.5306	0.631292
1.22449	10.7755	0.872218
1.22449	11.0204	1.1254
1.22449	11.2653	1.37718
1.22449	11.5102	1.61401
1.22449	11.7551	1.82321
1.22449	12	1.99376
1.42857	0	0.989903
1.42857	0.244898	0.984856
1.42857	0.489796	0.922499
1.42857	0.734694	0.808013
1.42857	0.979592	0.649693
1.42857	1.22449	0.458448
1.42857	1.46939	0.247151
1.42857	1.71429	0.0298749
1.42857	1.95918	-0.178954
1.42857	2.20408	-0.365413
1.42857	2.44898	-0.516912
